"_id","_ignored","_index","_score",content,"content.keyword","crawled_date",id,"id.keyword","metadata.category","metadata.category.keyword","metadata.country","metadata.country.keyword","metadata.language","metadata.language.keyword","metadata.pub_date","metadata.region","metadata.region.keyword","processed_at","processed_date","source_name","source_name.keyword","source_type","source_type.keyword",timestamp,title,"title.keyword",url,"url.keyword"
"L__RN5kBTc8G7TXY_qvk","content.keyword",news,1,"<img alt=""Preview"" align=""left"" style=""margin-right: 10px;"" src=""https://mf.b37mrtl.ru/files/2025.09/thumbnail/68c0a0ea20302776ec116827.jpg"" /> President Donald Trump has reportedly urged the European Union to impose tariffs of up to 100% on imports from China and India <br/><a href=""https://www.rt.com/news/624387-trump-eu-india-china-tariffs/?utm_source=rss&utm_medium=rss&utm_campaign=RSS"">Read Full Article at RT.com</a>","<img alt=""Preview"" align=""left"" style=""margin-right: 10px;"" src=""https://mf.b37mrtl.ru/files/2025.09/thumbnail/68c0a0ea20302776ec116827.jpg"" /> President Donald Trump has reportedly urged the European Union to impose tariffs of up to 100% on imports from China and India <br/><a href=""https://www.rt.com/news/624387-trump-eu-india-china-tariffs/?utm_source=rss&utm_medium=rss&utm_campaign=RSS"">Read Full Article at RT.com</a>","Sep 11, 2025 @ 15:08:53.218",ee2aaea0a876505ff1a398590116a79c,ee2aaea0a876505ff1a398590116a79c,general,general,International,International,en,en,"Sep 10, 2025 @ 04:52:28.000",Global,Global,"Sep 11, 2025 @ 15:08:53.218","Sep 11, 2025 @ 15:08:53.219",RT,RT,news,news,"Sep 11, 2025 @ 15:08:18.627","Trump wants EU to slap India and China with 100% tariffs – FT","Trump wants EU to slap India and China with 100% tariffs – FT","https://www.rt.com/news/624387-trump-eu-india-china-tariffs/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://www.rt.com/news/624387-trump-eu-india-china-tariffs/?utm_source=rss&utm_medium=rss&utm_campaign=RSS"
"MP_RN5kBTc8G7TXY_qvt","content.keyword",news,1,"<img alt=""Preview"" align=""left"" style=""margin-right: 10px;"" src=""https://mf.b37mrtl.ru/files/2025.09/thumbnail/68c06df420302708fd7c0713.jpg"" /> A Russian expert explains how Moscow and Beijing can help solve the unresolvable war between Israel and Hamas  <br/><a href=""https://www.rt.com/news/624381-after-israels-strike-on-doha/?utm_source=rss&utm_medium=rss&utm_campaign=RSS"">Read Full Article at RT.com</a>","<img alt=""Preview"" align=""left"" style=""margin-right: 10px;"" src=""https://mf.b37mrtl.ru/files/2025.09/thumbnail/68c06df420302708fd7c0713.jpg"" /> A Russian expert explains how Moscow and Beijing can help solve the unresolvable war between Israel and Hamas  <br/><a href=""https://www.rt.com/news/624381-after-israels-strike-on-doha/?utm_source=rss&utm_medium=rss&utm_campaign=RSS"">Read Full Article at RT.com</a>","Sep 11, 2025 @ 15:08:53.228",b7d5b488ceb9792af46ecffe55ae30d2,b7d5b488ceb9792af46ecffe55ae30d2,general,general,International,International,en,en,"Sep 10, 2025 @ 04:13:39.000",Global,Global,"Sep 11, 2025 @ 15:08:53.228","Sep 11, 2025 @ 15:08:53.228",RT,RT,news,news,"Sep 11, 2025 @ 15:08:18.627","After Israel’s strike on Doha, is Moscow the last mediator?","After Israel’s strike on Doha, is Moscow the last mediator?","https://www.rt.com/news/624381-after-israels-strike-on-doha/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://www.rt.com/news/624381-after-israels-strike-on-doha/?utm_source=rss&utm_medium=rss&utm_campaign=RSS"
"Mf_RN5kBTc8G7TXY_qv3","content.keyword",news,1,"<img alt=""Preview"" align=""left"" style=""margin-right: 10px;"" src=""https://mf.b37mrtl.ru/files/2025.09/thumbnail/68c06f7e203027170376d0ec.jpg"" /> PM Francois Bayrou’s government lost a no-confidence vote in parliament amid attempts to rein in the country’s ballooning sovereign debt <br/><a href=""https://www.rt.com/business/624380-france-financial-black-hole/?utm_source=rss&utm_medium=rss&utm_campaign=RSS"">Read Full Article at RT.com</a>","<img alt=""Preview"" align=""left"" style=""margin-right: 10px;"" src=""https://mf.b37mrtl.ru/files/2025.09/thumbnail/68c06f7e203027170376d0ec.jpg"" /> PM Francois Bayrou’s government lost a no-confidence vote in parliament amid attempts to rein in the country’s ballooning sovereign debt <br/><a href=""https://www.rt.com/business/624380-france-financial-black-hole/?utm_source=rss&utm_medium=rss&utm_campaign=RSS"">Read Full Article at RT.com</a>","Sep 11, 2025 @ 15:08:53.237",33031a8f2607a5da116a2792c3c5b944,33031a8f2607a5da116a2792c3c5b944,general,general,International,International,en,en,"Sep 10, 2025 @ 04:08:59.000",Global,Global,"Sep 11, 2025 @ 15:08:53.237","Sep 11, 2025 @ 15:08:53.237",RT,RT,news,news,"Sep 11, 2025 @ 15:08:18.627","France headed for ‘black hole’ – financial expert","France headed for ‘black hole’ – financial expert","https://www.rt.com/business/624380-france-financial-black-hole/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://www.rt.com/business/624380-france-financial-black-hole/?utm_source=rss&utm_medium=rss&utm_campaign=RSS"
"Mv_RN5kBTc8G7TXY_6sA","content.keyword",news,1,"<img alt=""Preview"" align=""left"" style=""margin-right: 10px;"" src=""https://mf.b37mrtl.ru/files/2025.09/thumbnail/68c08a2985f54012ea31197f.jpg"" /> The attack involved around 15 Israeli warplanes that fired at least ten munitions at a compound used by the Palestinian group <br/><a href=""https://www.rt.com/news/624384-hamas-leadership-israeli-strike/?utm_source=rss&utm_medium=rss&utm_campaign=RSS"">Read Full Article at RT.com</a>","<img alt=""Preview"" align=""left"" style=""margin-right: 10px;"" src=""https://mf.b37mrtl.ru/files/2025.09/thumbnail/68c08a2985f54012ea31197f.jpg"" /> The attack involved around 15 Israeli warplanes that fired at least ten munitions at a compound used by the Palestinian group <br/><a href=""https://www.rt.com/news/624384-hamas-leadership-israeli-strike/?utm_source=rss&utm_medium=rss&utm_campaign=RSS"">Read Full Article at RT.com</a>","Sep 11, 2025 @ 15:08:53.246",580e0ad4d96574fccae721e5b4441a71,580e0ad4d96574fccae721e5b4441a71,general,general,International,International,en,en,"Sep 10, 2025 @ 03:16:26.000",Global,Global,"Sep 11, 2025 @ 15:08:53.245","Sep 11, 2025 @ 15:08:53.246",RT,RT,news,news,"Sep 11, 2025 @ 15:08:18.627","Hamas says its leadership survived Israeli strike on Qatar","Hamas says its leadership survived Israeli strike on Qatar","https://www.rt.com/news/624384-hamas-leadership-israeli-strike/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://www.rt.com/news/624384-hamas-leadership-israeli-strike/?utm_source=rss&utm_medium=rss&utm_campaign=RSS"
"M__RN5kBTc8G7TXY_6sJ","content.keyword",news,1,"<img alt=""Preview"" align=""left"" style=""margin-right: 10px;"" src=""https://mf.b37mrtl.ru/files/2025.09/thumbnail/68c0865485f540248b0e0f4d.png"" /> The Russian military says it did not conduct strikes in the area claimed and that the crater does not match an aerial bomb impact <br/><a href=""https://www.rt.com/russia/624383-zelensky-donbass-strike-claims/?utm_source=rss&utm_medium=rss&utm_campaign=RSS"">Read Full Article at RT.com</a>","<img alt=""Preview"" align=""left"" style=""margin-right: 10px;"" src=""https://mf.b37mrtl.ru/files/2025.09/thumbnail/68c0865485f540248b0e0f4d.png"" /> The Russian military says it did not conduct strikes in the area claimed and that the crater does not match an aerial bomb impact <br/><a href=""https://www.rt.com/russia/624383-zelensky-donbass-strike-claims/?utm_source=rss&utm_medium=rss&utm_campaign=RSS"">Read Full Article at RT.com</a>","Sep 11, 2025 @ 15:08:53.256",d104dd6bde84d684fc5cdb9f6194309c,d104dd6bde84d684fc5cdb9f6194309c,general,general,International,International,en,en,"Sep 10, 2025 @ 03:01:19.000",Global,Global,"Sep 11, 2025 @ 15:08:53.255","Sep 11, 2025 @ 15:08:53.256",RT,RT,news,news,"Sep 11, 2025 @ 15:08:18.627","Zelensky’s Donbass civilian strike claim ‘another false flag’ – Russian MOD source","Zelensky’s Donbass civilian strike claim ‘another false flag’ – Russian MOD source","https://www.rt.com/russia/624383-zelensky-donbass-strike-claims/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://www.rt.com/russia/624383-zelensky-donbass-strike-claims/?utm_source=rss&utm_medium=rss&utm_campaign=RSS"
"NP_RN5kBTc8G7TXY_6sS","content.keyword",news,1,"<img alt=""Preview"" align=""left"" style=""margin-right: 10px;"" src=""https://mf.b37mrtl.ru/files/2025.09/thumbnail/68c06a3b85f5402352145e84.jpg"" /> The dialogue included a commitment to sovereign equality, international cooperation, and trust-building <br/><a href=""https://www.rt.com/russia/624378-young-diplomats-asia-pacific-russia-vladivostok/?utm_source=rss&utm_medium=rss&utm_campaign=RSS"">Read Full Article at RT.com</a>","<img alt=""Preview"" align=""left"" style=""margin-right: 10px;"" src=""https://mf.b37mrtl.ru/files/2025.09/thumbnail/68c06a3b85f5402352145e84.jpg"" /> The dialogue included a commitment to sovereign equality, international cooperation, and trust-building <br/><a href=""https://www.rt.com/russia/624378-young-diplomats-asia-pacific-russia-vladivostok/?utm_source=rss&utm_medium=rss&utm_campaign=RSS"">Read Full Article at RT.com</a>","Sep 11, 2025 @ 15:08:53.265",0301ac99054af7321bcc5425ad3eeafc,0301ac99054af7321bcc5425ad3eeafc,general,general,International,International,en,en,"Sep 10, 2025 @ 02:25:21.000",Global,Global,"Sep 11, 2025 @ 15:08:53.264","Sep 11, 2025 @ 15:08:53.265",RT,RT,news,news,"Sep 11, 2025 @ 15:08:18.627","Young diplomats from Asia-Pacific region gather in Russia","Young diplomats from Asia-Pacific region gather in Russia","https://www.rt.com/russia/624378-young-diplomats-asia-pacific-russia-vladivostok/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://www.rt.com/russia/624378-young-diplomats-asia-pacific-russia-vladivostok/?utm_source=rss&utm_medium=rss&utm_campaign=RSS"
"Nf_RN5kBTc8G7TXY_6sd","content.keyword",news,1,"<img alt=""Preview"" align=""left"" style=""margin-right: 10px;"" src=""https://mf.b37mrtl.ru/files/2025.09/thumbnail/68c07a8620302715ef483344.jpg"" /> The Singha Durbar Palace in central Kathmandu houses several ministries and administrative offices <br/><a href=""https://www.rt.com/news/624382-nepal-protesters-government-residence-fire/?utm_source=rss&utm_medium=rss&utm_campaign=RSS"">Read Full Article at RT.com</a>","<img alt=""Preview"" align=""left"" style=""margin-right: 10px;"" src=""https://mf.b37mrtl.ru/files/2025.09/thumbnail/68c07a8620302715ef483344.jpg"" /> The Singha Durbar Palace in central Kathmandu houses several ministries and administrative offices <br/><a href=""https://www.rt.com/news/624382-nepal-protesters-government-residence-fire/?utm_source=rss&utm_medium=rss&utm_campaign=RSS"">Read Full Article at RT.com</a>","Sep 11, 2025 @ 15:08:53.275",55cdc4926051091ff4c21cea175048ed,55cdc4926051091ff4c21cea175048ed,general,general,International,International,en,en,"Sep 10, 2025 @ 02:07:28.000",Global,Global,"Sep 11, 2025 @ 15:08:53.275","Sep 11, 2025 @ 15:08:53.275",RT,RT,news,news,"Sep 11, 2025 @ 15:08:18.627","Nepal’s main government building set ablaze (VIDEO)","Nepal’s main government building set ablaze (VIDEO)","https://www.rt.com/news/624382-nepal-protesters-government-residence-fire/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://www.rt.com/news/624382-nepal-protesters-government-residence-fire/?utm_source=rss&utm_medium=rss&utm_campaign=RSS"
"Nv_RN5kBTc8G7TXY_6sn","content.keyword",news,1,"<img alt=""Preview"" align=""left"" style=""margin-right: 10px;"" src=""https://mf.b37mrtl.ru/files/2025.09/thumbnail/68c004e485f5401d1843cf17.jpg"" /> He is burning through prime ministers at a steady pace – not that he’s likely to learn his lesson and stop milking the taxpayers <br/><a href=""https://www.rt.com/news/624325-france-pm-no-confidence/?utm_source=rss&utm_medium=rss&utm_campaign=RSS"">Read Full Article at RT.com</a>","<img alt=""Preview"" align=""left"" style=""margin-right: 10px;"" src=""https://mf.b37mrtl.ru/files/2025.09/thumbnail/68c004e485f5401d1843cf17.jpg"" /> He is burning through prime ministers at a steady pace – not that he’s likely to learn his lesson and stop milking the taxpayers <br/><a href=""https://www.rt.com/news/624325-france-pm-no-confidence/?utm_source=rss&utm_medium=rss&utm_campaign=RSS"">Read Full Article at RT.com</a>","Sep 11, 2025 @ 15:08:53.285",d63d0e31ce75b009e655943797f87466,d63d0e31ce75b009e655943797f87466,general,general,International,International,en,en,"Sep 10, 2025 @ 02:01:11.000",Global,Global,"Sep 11, 2025 @ 15:08:53.285","Sep 11, 2025 @ 15:08:53.285",RT,RT,news,news,"Sep 11, 2025 @ 15:08:18.627","French government collapse: Will Macron learn any lessons?","French government collapse: Will Macron learn any lessons?","https://www.rt.com/news/624325-france-pm-no-confidence/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://www.rt.com/news/624325-france-pm-no-confidence/?utm_source=rss&utm_medium=rss&utm_campaign=RSS"
"N__RN5kBTc8G7TXY_6sv","content.keyword",news,1,"<img alt=""Preview"" align=""left"" style=""margin-right: 10px;"" src=""https://mf.b37mrtl.ru/files/2025.09/thumbnail/68c062ef2030270ac144a898.png"" /> Ivan Kokovin and Michael Gloss, the latter the son of a senior CIA official, both died in Donbass in April 2024 <br/><a href=""https://www.rt.com/russia/624377-donetsk-school-american-soldier/?utm_source=rss&utm_medium=rss&utm_campaign=RSS"">Read Full Article at RT.com</a>","<img alt=""Preview"" align=""left"" style=""margin-right: 10px;"" src=""https://mf.b37mrtl.ru/files/2025.09/thumbnail/68c062ef2030270ac144a898.png"" /> Ivan Kokovin and Michael Gloss, the latter the son of a senior CIA official, both died in Donbass in April 2024 <br/><a href=""https://www.rt.com/russia/624377-donetsk-school-american-soldier/?utm_source=rss&utm_medium=rss&utm_campaign=RSS"">Read Full Article at RT.com</a>","Sep 11, 2025 @ 15:08:53.293",4e4e33d39020e21459ec1836e6e914d7,4e4e33d39020e21459ec1836e6e914d7,general,general,International,International,en,en,"Sep 10, 2025 @ 01:46:38.000",Global,Global,"Sep 11, 2025 @ 15:08:53.293","Sep 11, 2025 @ 15:08:53.293",RT,RT,news,news,"Sep 11, 2025 @ 15:08:18.627","Donetsk school named after Russian and American soldiers killed in Ukraine conflict","Donetsk school named after Russian and American soldiers killed in Ukraine conflict","https://www.rt.com/russia/624377-donetsk-school-american-soldier/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://www.rt.com/russia/624377-donetsk-school-american-soldier/?utm_source=rss&utm_medium=rss&utm_campaign=RSS"
"OP_RN5kBTc8G7TXY_6s5","content.keyword",news,1,"<img alt=""Preview"" align=""left"" style=""margin-right: 10px;"" src=""https://mf.b37mrtl.ru/files/2025.09/thumbnail/68c051df20302709fb3851be.jpg"" /> What began as a social media ban spiraled into Nepal’s biggest upheaval in years. Russian analysts dissect the roots – and the risks ahead. <br/><a href=""https://www.rt.com/news/624371-nepal-generation-z-revolution/?utm_source=rss&utm_medium=rss&utm_campaign=RSS"">Read Full Article at RT.com</a>","<img alt=""Preview"" align=""left"" style=""margin-right: 10px;"" src=""https://mf.b37mrtl.ru/files/2025.09/thumbnail/68c051df20302709fb3851be.jpg"" /> What began as a social media ban spiraled into Nepal’s biggest upheaval in years. Russian analysts dissect the roots – and the risks ahead. <br/><a href=""https://www.rt.com/news/624371-nepal-generation-z-revolution/?utm_source=rss&utm_medium=rss&utm_campaign=RSS"">Read Full Article at RT.com</a>","Sep 11, 2025 @ 15:08:53.304",1c8e31061f33232121c92859505738dc,1c8e31061f33232121c92859505738dc,general,general,International,International,en,en,"Sep 10, 2025 @ 00:49:09.000",Global,Global,"Sep 11, 2025 @ 15:08:53.304","Sep 11, 2025 @ 15:08:53.304",RT,RT,news,news,"Sep 11, 2025 @ 15:08:18.627","‘Color revolutions are turning into internet revolutions’: Russian experts on Nepal’s Generation Z uprising","‘Color revolutions are turning into internet revolutions’: Russian experts on Nepal’s Generation Z uprising","https://www.rt.com/news/624371-nepal-generation-z-revolution/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://www.rt.com/news/624371-nepal-generation-z-revolution/?utm_source=rss&utm_medium=rss&utm_campaign=RSS"
"Of_RN5kBTc8G7TXY_6tC","content.keyword",news,1,"<img alt=""Preview"" align=""left"" style=""margin-right: 10px;"" src=""https://mf.b37mrtl.ru/files/2025.09/thumbnail/68c0588820302715ef483337.jpg"" /> The administration of US President Donald Trump has asked the Supreme Court to block the spending of $4.9bn on foreign aid programs <br/><a href=""https://www.rt.com/news/624374-us-foreign-aid-freeze/?utm_source=rss&utm_medium=rss&utm_campaign=RSS"">Read Full Article at RT.com</a>","<img alt=""Preview"" align=""left"" style=""margin-right: 10px;"" src=""https://mf.b37mrtl.ru/files/2025.09/thumbnail/68c0588820302715ef483337.jpg"" /> The administration of US President Donald Trump has asked the Supreme Court to block the spending of $4.9bn on foreign aid programs <br/><a href=""https://www.rt.com/news/624374-us-foreign-aid-freeze/?utm_source=rss&utm_medium=rss&utm_campaign=RSS"">Read Full Article at RT.com</a>","Sep 11, 2025 @ 15:08:53.312",a80de84247cb04455d7a1343a1fec0bb,a80de84247cb04455d7a1343a1fec0bb,general,general,International,International,en,en,"Sep 9, 2025 @ 23:58:43.000",Global,Global,"Sep 11, 2025 @ 15:08:53.312","Sep 11, 2025 @ 15:08:53.312",RT,RT,news,news,"Sep 11, 2025 @ 15:08:18.627","White House seeks to freeze billions in foreign aid","White House seeks to freeze billions in foreign aid","https://www.rt.com/news/624374-us-foreign-aid-freeze/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://www.rt.com/news/624374-us-foreign-aid-freeze/?utm_source=rss&utm_medium=rss&utm_campaign=RSS"
"Ov_RN5kBTc8G7TXY_6tK","content.keyword",news,1,"<img alt=""Preview"" align=""left"" style=""margin-right: 10px;"" src=""https://mf.b37mrtl.ru/files/2025.09/thumbnail/68c057d920302768c26b6d27.jpg"" /> Dutch municipalities have said their shelters are full as Ukrainian arrivals continue <br/><a href=""https://www.rt.com/news/624373-netherlands-out-of-space/?utm_source=rss&utm_medium=rss&utm_campaign=RSS"">Read Full Article at RT.com</a>","<img alt=""Preview"" align=""left"" style=""margin-right: 10px;"" src=""https://mf.b37mrtl.ru/files/2025.09/thumbnail/68c057d920302768c26b6d27.jpg"" /> Dutch municipalities have said their shelters are full as Ukrainian arrivals continue <br/><a href=""https://www.rt.com/news/624373-netherlands-out-of-space/?utm_source=rss&utm_medium=rss&utm_campaign=RSS"">Read Full Article at RT.com</a>","Sep 11, 2025 @ 15:08:53.321",2d4c079fe12f8ad6d94897c448209fca,2d4c079fe12f8ad6d94897c448209fca,general,general,International,International,en,en,"Sep 9, 2025 @ 23:56:33.000",Global,Global,"Sep 11, 2025 @ 15:08:53.321","Sep 11, 2025 @ 15:08:53.321",RT,RT,news,news,"Sep 11, 2025 @ 15:08:18.627","Netherlands running out of space for Ukrainians","Netherlands running out of space for Ukrainians","https://www.rt.com/news/624373-netherlands-out-of-space/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://www.rt.com/news/624373-netherlands-out-of-space/?utm_source=rss&utm_medium=rss&utm_campaign=RSS"
"O__RN5kBTc8G7TXY_6tT","content.keyword",news,1,"<img alt=""Preview"" align=""left"" style=""margin-right: 10px;"" src=""https://mf.b37mrtl.ru/files/2025.09/thumbnail/68c0413020302708fd7c06fa.jpg"" /> Latvian authorities have reportedly ordered 841 individuals who refused to take or failed a mandatory language test to leave the country <br/><a href=""https://www.rt.com/russia/624367-latvia-deporting-hundreds-russian-citizens-language-test/?utm_source=rss&utm_medium=rss&utm_campaign=RSS"">Read Full Article at RT.com</a>","<img alt=""Preview"" align=""left"" style=""margin-right: 10px;"" src=""https://mf.b37mrtl.ru/files/2025.09/thumbnail/68c0413020302708fd7c06fa.jpg"" /> Latvian authorities have reportedly ordered 841 individuals who refused to take or failed a mandatory language test to leave the country <br/><a href=""https://www.rt.com/russia/624367-latvia-deporting-hundreds-russian-citizens-language-test/?utm_source=rss&utm_medium=rss&utm_campaign=RSS"">Read Full Article at RT.com</a>","Sep 11, 2025 @ 15:08:53.329",40c478f1df94c9c874a7fbf7fa523d2a,40c478f1df94c9c874a7fbf7fa523d2a,general,general,International,International,en,en,"Sep 9, 2025 @ 23:19:27.000",Global,Global,"Sep 11, 2025 @ 15:08:53.329","Sep 11, 2025 @ 15:08:53.329",RT,RT,news,news,"Sep 11, 2025 @ 15:08:18.628","EU state expelling hundreds of Russians – media","EU state expelling hundreds of Russians – media","https://www.rt.com/russia/624367-latvia-deporting-hundreds-russian-citizens-language-test/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://www.rt.com/russia/624367-latvia-deporting-hundreds-russian-citizens-language-test/?utm_source=rss&utm_medium=rss&utm_campaign=RSS"
"PP_RN5kBTc8G7TXY_6ta","content.keyword",news,1,"<img alt=""Preview"" align=""left"" style=""margin-right: 10px;"" src=""https://mf.b37mrtl.ru/files/2025.09/thumbnail/68c02e8085f5401d1843cf3c.jpg"" /> Poland says it is closing crossings with Belarus due to security concerns related to Moscow-Minsk military drills <br/><a href=""https://www.rt.com/news/624346-poland-belarus-border-closure/?utm_source=rss&utm_medium=rss&utm_campaign=RSS"">Read Full Article at RT.com</a>","<img alt=""Preview"" align=""left"" style=""margin-right: 10px;"" src=""https://mf.b37mrtl.ru/files/2025.09/thumbnail/68c02e8085f5401d1843cf3c.jpg"" /> Poland says it is closing crossings with Belarus due to security concerns related to Moscow-Minsk military drills <br/><a href=""https://www.rt.com/news/624346-poland-belarus-border-closure/?utm_source=rss&utm_medium=rss&utm_campaign=RSS"">Read Full Article at RT.com</a>","Sep 11, 2025 @ 15:08:53.337",baaacfc1ec257cf72a2366137858ba40,baaacfc1ec257cf72a2366137858ba40,general,general,International,International,en,en,"Sep 9, 2025 @ 21:28:20.000",Global,Global,"Sep 11, 2025 @ 15:08:53.337","Sep 11, 2025 @ 15:08:53.337",RT,RT,news,news,"Sep 11, 2025 @ 15:08:18.628","NATO state shuts border with Russian ally","NATO state shuts border with Russian ally","https://www.rt.com/news/624346-poland-belarus-border-closure/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://www.rt.com/news/624346-poland-belarus-border-closure/?utm_source=rss&utm_medium=rss&utm_campaign=RSS"
"Pf_RN5kBTc8G7TXY_6tj","content.keyword",news,1,"<img alt=""Preview"" align=""left"" style=""margin-right: 10px;"" src=""https://mf.b37mrtl.ru/files/2025.09/thumbnail/68c0320385f5401d1843cf46.jpg"" /> Scott Bessent has reportedly had a heated clash with housing regulator Bill Pulte at a private Trump-aligned dinner <br/><a href=""https://www.rt.com/news/624355-bessent-pulte-wild-tirade/?utm_source=rss&utm_medium=rss&utm_campaign=RSS"">Read Full Article at RT.com</a>","<img alt=""Preview"" align=""left"" style=""margin-right: 10px;"" src=""https://mf.b37mrtl.ru/files/2025.09/thumbnail/68c0320385f5401d1843cf46.jpg"" /> Scott Bessent has reportedly had a heated clash with housing regulator Bill Pulte at a private Trump-aligned dinner <br/><a href=""https://www.rt.com/news/624355-bessent-pulte-wild-tirade/?utm_source=rss&utm_medium=rss&utm_campaign=RSS"">Read Full Article at RT.com</a>","Sep 11, 2025 @ 15:08:53.345",c70f040b6286292be182a64fda931957,c70f040b6286292be182a64fda931957,general,general,International,International,en,en,"Sep 9, 2025 @ 21:13:49.000",Global,Global,"Sep 11, 2025 @ 15:08:53.345","Sep 11, 2025 @ 15:08:53.345",RT,RT,news,news,"Sep 11, 2025 @ 15:08:18.628","US Treasury secretary threatened to punch official in his ‘f**king face’ – media","US Treasury secretary threatened to punch official in his ‘f**king face’ – media","https://www.rt.com/news/624355-bessent-pulte-wild-tirade/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://www.rt.com/news/624355-bessent-pulte-wild-tirade/?utm_source=rss&utm_medium=rss&utm_campaign=RSS"
"Pv_RN5kBTc8G7TXY_6tr","content.keyword",news,1,"<img alt=""Preview"" align=""left"" style=""margin-right: 10px;"" src=""https://mf.b37mrtl.ru/files/2025.09/thumbnail/68c02d8585f540248b0e0f1b.jpg"" /> President Cyril Ramaphosa has warned that unilateral tariffs are undermining the prospects of emerging markets <br/><a href=""https://www.rt.com/africa/624351-south-africa-pushes-brics-unity-global-trade-challenges/?utm_source=rss&utm_medium=rss&utm_campaign=RSS"">Read Full Article at RT.com</a>","<img alt=""Preview"" align=""left"" style=""margin-right: 10px;"" src=""https://mf.b37mrtl.ru/files/2025.09/thumbnail/68c02d8585f540248b0e0f1b.jpg"" /> President Cyril Ramaphosa has warned that unilateral tariffs are undermining the prospects of emerging markets <br/><a href=""https://www.rt.com/africa/624351-south-africa-pushes-brics-unity-global-trade-challenges/?utm_source=rss&utm_medium=rss&utm_campaign=RSS"">Read Full Article at RT.com</a>","Sep 11, 2025 @ 15:08:53.354",347659c46e91242772aa13d55b648e63,347659c46e91242772aa13d55b648e63,general,general,International,International,en,en,"Sep 9, 2025 @ 21:00:48.000",Global,Global,"Sep 11, 2025 @ 15:08:53.353","Sep 11, 2025 @ 15:08:53.354",RT,RT,news,news,"Sep 11, 2025 @ 15:08:18.628","South Africa pushes BRICS unity on global trade issues","South Africa pushes BRICS unity on global trade issues","https://www.rt.com/africa/624351-south-africa-pushes-brics-unity-global-trade-challenges/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://www.rt.com/africa/624351-south-africa-pushes-brics-unity-global-trade-challenges/?utm_source=rss&utm_medium=rss&utm_campaign=RSS"
"P__RN5kBTc8G7TXY_6tz","content.keyword",news,1,"<img alt=""Preview"" align=""left"" style=""margin-right: 10px;"" src=""https://mf.b37mrtl.ru/files/2025.09/thumbnail/68c070f52030270ffd28de5c.jpg"" /> The IDF attacked the group’s headquarters in Qatar, with around ten explosions reported <br/><a href=""https://www.rt.com/news/624352-israel-qatar-hamas-attack/?utm_source=rss&utm_medium=rss&utm_campaign=RSS"">Read Full Article at RT.com</a>","<img alt=""Preview"" align=""left"" style=""margin-right: 10px;"" src=""https://mf.b37mrtl.ru/files/2025.09/thumbnail/68c070f52030270ffd28de5c.jpg"" /> The IDF attacked the group’s headquarters in Qatar, with around ten explosions reported <br/><a href=""https://www.rt.com/news/624352-israel-qatar-hamas-attack/?utm_source=rss&utm_medium=rss&utm_campaign=RSS"">Read Full Article at RT.com</a>","Sep 11, 2025 @ 15:08:53.361",45b476230c380ba2fa78bcefb966188f,45b476230c380ba2fa78bcefb966188f,general,general,International,International,en,en,"Sep 9, 2025 @ 20:31:14.000",Global,Global,"Sep 11, 2025 @ 15:08:53.361","Sep 11, 2025 @ 15:08:53.361",RT,RT,news,news,"Sep 11, 2025 @ 15:08:18.628","Israel conducts strike on ‘Hamas leadership’ in Qatar","Israel conducts strike on ‘Hamas leadership’ in Qatar","https://www.rt.com/news/624352-israel-qatar-hamas-attack/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://www.rt.com/news/624352-israel-qatar-hamas-attack/?utm_source=rss&utm_medium=rss&utm_campaign=RSS"
